"Text","Date","Time","Draft","Brand name","Instagram","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Instagram Post Type"
"Aylık aboneliklerini temizle: 7 adım

Bir tık, yılda yüzlerce lira.

1. Son 3 ayın ekstrelerini aç
2. Listeyi çıkar
3. Her biri için sor
4. Kullanmadığını iptal et
5. Yıllık toplamı hesapla
6. Kalanları paylaş
7. Takvime hatırlatma koy

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#abonelik #kişiselfinans #tasarruf #bütçe #kaydet","2026-10-12","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_8.png","https://iletisim-prog.github.io/gorseller/GUN_073_1930_carousel/gorsel_9.png","","POST"
"Günün kavramı: Yankı odası

Sadece aynı görüşü paylaşan kişi ve içeriklerle çevrelenip, karşı sesi hiç duymamak.

Sosyal medya, tıkladığın içeriğe benzerini gösterir. Zamanla herkesin sana katıldığını sanırsın. Bilgi diyetini çeşitlendirmek için her ay aksi görüşten bir güvenilir kaynak izle.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #medyaokuryazarlığı #sosyalmedya #psikoloji #bilgi","2026-10-12","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_074_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İşi bırakmadan önce 5 soru

Sorun iş mi, dönem mi, yer mi?

1. Sorun ne?
2. Değişebilir mi?
3. Neye doğru gidiyorum?
4. Mali güvencem ne?
5. Ne kaybedeceğim?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kariyer #işhayatı #kararverme #işdeğiştirmek #kaydet","2026-10-12","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_074_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Kobra etkisi

Bir sorunu çözmek için konulan teşvikin, sorunu daha da kötüleştirmesi.

Anlatılan bir öyküye göre, Hindistan’da kobra ölüsüne ödül verilince insanlar ödül için kobra yetiştirmeye başladı. Öykü doğrulanmamış olabilir, ama ders gerçek: Ödül sistemini kurarken, insanların onu nasıl kötüye kullanabileceğini düşün.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #yönetim #teşvik #işhayatı #bilgi","2026-10-12","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_075_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Müşteri şikâyetine yanıt yazarken 6 adım

Öfkeli müşteri, doğru yanıtla sadık müşteriye dönebilir.

1. Teşekkür et
2. Duyduğunu göster
3. İçten özür dile
4. Çözümü söyle
5. Sonra takip et
6. Kaydet

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#müşteriilişkileri #iletişim #işhayatı #şablon #kaydet","2026-10-12","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_075_1930_carousel/gorsel_8.png","","","POST"
"Günün kavramı: Bilgi diyeti

Zihnine hangi bilgiyi, ne kadar ve hangi kaynaktan aldığını bilinçli seçmek.

Sabah ilk iş haberlere bakmak yerine, günde bir kez güvenilir bir kaynağı okumak. Beslenmede olduğu gibi: Ne kadar çok, o kadar iyi değil; ne kadar nitelikli, o kadar iyi.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #bilgi #dikkat #kişiselgelişim #medyaokuryazarlığı","2026-10-13","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_076_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Sadakat kartı gerçekten kime yarar?

Puan biriktirmek bazen alışveriş biriktirmektir.

1. Veri toplar
2. Hedef gradyanı
3. Kaybetme korkusu
4. Kimin işine yarar?
5. Kural

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#tüketici #sadakat #pazarlama #alışveriş #kaydet","2026-10-13","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_076_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Bekleme psikolojisi

Bekleme süresi, boş ya da belirsizse, olduğundan daha uzun hissedilir.

Asansör kapısına ayna koymak, beklemenin sıkıcı hissini azaltır. Restoranda ‘10 dakika’ demek, ‘biraz bekleyin’ demekten iyi. Bekleme, meşgul edilen ya da bilgilendirilen kişi için daha kısa gelir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #hizmet #psikoloji #bilgi","2026-10-13","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_077_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Öz yeterlik
2. Grup düşüncesi
3. Yankı odası
4. Kobra etkisi
5. T şeklinde beceri

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-10-13","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_077_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Öz şefkat

Zor bir anda kendine, bir arkadaşına davranacağın kadar anlayışlı davranma.

Hata yapınca ‘ben ne kadar beceriksizim’ demek yerine ‘bu herkesin başına gelebilir, ne öğrenebilirim?’ demek. Araştırmacı Kristin Neff, bunun motivasyonu düşürmediğini, sürdürülebilirliği artırdığını anlatır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #psikoloji #kişiselgelişim #zihinselsağlık #bilgi","2026-10-13","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_078_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Neden değişmeyene dikkat etmiyoruz?

Beyin, sürekli olanı arka plana atar.

1. Alışılan görünmez olur
2. Beyin farkı arar
3. İş hayatında
4. İlişkilerde
5. Ne yapmalı?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#algı #psikoloji #farkındalık #kişiselgelişim #kaydet","2026-10-13","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_078_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Duyguyu adlandırma

Hissettiğin duyguya doğru bir isim vermek, yoğunluğunu azaltmaya yardım edebilir.

‘İyi değilim’ yerine ‘kaygılıyım, çünkü sunum yarın’ demek. Duyguyu belirli bir kelimeyle ifade etmek, beyinde onu düzenleyen bölgeleri devreye sokabilir. Bu bir tıbbi tedavi değil, günlük bir araçtır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #psikoloji #duygular #kişiselgelişim #bilgi","2026-10-14","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_079_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Uzaktan çalışırken iletişimin 5 kuralı

Görünmeyen ekip, açık iletişimle çalışır.

1. Yazılı ve net ol
2. Çalışma saatlerini paylaş
3. Durumu güncelle
4. Görüntülü görüşmeyi seç
5. Kararları kaydet

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#uzaktançalışma #işhayatı #iletişim #ekip #kaydet","2026-10-14","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_079_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Öğrenilmiş çaresizlik

Tekrarlanan başarısızlıktan sonra, durumu değiştirebilecekken bile hiçbir şey yapmama hali.

Kaç kez teklif verdi de reddedildi. Artık teklif vermiyor; oysa şartlar değişmiş olabilir. Psikolog Martin Seligman’ın çalışmaları sonrası kavramlaşan bu durum, küçük ve kontrol edilebilir başarılarla çözülebilir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #psikoloji #motivasyon #kişiselgelişim #bilgi","2026-10-14","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_080_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Sigorta neden var?

Küçük ve düzenli ödeme, büyük ve ani kayba karşı.

1. Fikir basit
2. Neyi sigortala?
3. Kapsamı oku
4. Teklifleri karşılaştır
5. Gereksiz sigortaya dikkat

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kişiselfinans #sigorta #risk #paraynetimi #kaydet","2026-10-14","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_080_1930_carousel/gorsel_7.png","","","","POST"
